CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
GeoFips,GeoName,2017,2018,2019,2020,2021,2022
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1714074302,1812674554,1888822448,1856623343,2014724628,2163208840
35660,"Niles, MI (Metropolitan Statistical Area)",7684118,7685671,7700998,7988699,8399134,9029909
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",34411905,36891381,39356978,40574975,44741027,49368638
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",18942592,19652147,20014391,19068601,20253402,22048687
36100,"Ocala, FL (Metropolitan Statistical Area)",9763722,10380620,10762229,11518233,12859850,14033450
36140,"Ocean City, NJ (Metropolitan Statistical Area)",5398534,5560454,5610486,5634040,6233392,6533460
36220,"Odessa, TX (Metropolitan Statistical Area)",10478298,12819855,13269892,10718382,11569432,14191593
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",27303694,29626259,31359414,32310062,35560893,39167850
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",74418907,80043804,80589232,76642925,85657992,94741711
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",12907242,14036226,14713779,14858046,16493281,17926804
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",64329518,67142997,69426193,70016966,75406469,85021025
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",136223280,143898287,152659419,149100592,172184049,194472288
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",10256853,10674848,11174242,11135535,11620371,12397611
36980,"Owensboro, KY (Metropolitan Statistical Area)",5844583,5889435,5955041,5838576,6278123,6742348
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",50165884,51701976,53534661,53869917,58453063,62328544
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",24133063,25627608,27289895,28150303,31789705,34625829
37460,"Panama City, FL (Metropolitan Statistical Area)",8391383,8777267,9067606,9368012,10631862,11683097
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",3610428,3764018,3686574,3748102,4113941,4353752
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",20210863,20927641,21840722,22366264,24912888,27079985
37900,"Peoria, IL (Metropolitan Statistical Area)",21777992,22714310,22433562,21400124,23112589,26281554
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",425373943,442000512,454527770,444223702,480905797,518485094
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",246068032,262723388,281438971,290366220,326751865,362086516
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",3510237,3523782,3551269,3413395,3876393,4121774
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",150697726,158041004,162174074,154991664,168864044,181485344
38340,"Pittsfield, MA (Metropolitan Statistical Area)",7025430,7273777,7307243,7227895,7640673,8154631
38540,"Pocatello, ID (Metropolitan Statistical Area)",3168627,3291139,3441022,3594028,3770977,4229137
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",31325495,33115479,34441758,36160081,40073187,43764270
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",155831974,165354607,172835078,174148303,189920665,204319374
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",16744001,17693034,18301894,19807982,21597775,24145603
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",32061816,33368410,35887179,35677403,38951452,42861273
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",7229041,7525710,7762918,8024791,9118525,9797212
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",84627951,86601557,90438186,89685955,97994805,105570771
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",25475443,27969237,31145962,33210274,37101773,40760880
39380,"Pueblo, CO (Metropolitan Statistical Area)",5971695,6328260,6714259,6580419,7441389,7836211
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",5181236,5468927,5921867,6447747,6978329,7714344
39540,"Racine, WI (Metropolitan Statistical Area)",8168961,8472437,8658044,8889241,9277609,9908883
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",84942031,90869370,95570441,97718586,109394824,119675296
39660,"Rapid City, SD (Metropolitan Statistical Area)",6285618,6538334,6827546,7170193,7762962,8459109
39740,"Reading, PA (Metropolitan Statistical Area)",20118171,20864174,21186284,20727737,22171837,23750502
39820,"Redding, CA (Metropolitan Statistical Area)",8147396,8077936,8741810,8732869,9320031,9920685
39900,"Reno, NV (Metropolitan Statistical Area)",29361104,29473896,31355134,32261452,36526712,40094964
40060,"Richmond, VA (Metropolitan Statistical Area) *",84500969,88428119,92459085,92841631,100834922,109512938
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",171203284,181246846,193783221,196541554,218417650,237912621
40220,"Roanoke, VA (Metropolitan Statistical Area) *",15918924,16511376,16780913,16839040,18472540,19935870
40340,"Rochester, MN (Metropolitan Statistical Area)",13102093,13739278,14320807,14471485,15505863,16500093
40380,"Rochester, NY (Metropolitan Statistical Area)",61031225,62542232,66197559,64926129,69560895,75085365
40420,"Rockford, IL (Metropolitan Statistical Area)",15826773,16551027,16860340,15508185,16387200,18128610
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",7016832,6781763,6629352,6887216,7541040,8097255
40660,"Rome, GA (Metropolitan Statistical Area)",4173443,4234557,4257584,4173352,4589641,4947341
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",131157393,139883784,148082274,148948757,163654015,176275525
40980,"Saginaw, MI (Metropolitan Statistical Area)",8198898,8587600,8718015,8718615,9484109,10090940
41060,"St. Cloud, MN (Metropolitan Statistical Area)",10581206,10870250,11051319,11125226,11796980,12943004
41100,"St. George, UT (Metropolitan Statistical Area)",6234717,6761919,7221516,7743796,8769698,9561278
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",6080876,6075486,6234976,6249898,6558248,6873162
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",164415211,170514475,176312791,175410139,192860220,209935558
41420,"Salem, OR (Metropolitan Statistical Area)",17085587,18413107,19422994,19999181,22147163,24074818
41500,"Salinas, CA (Metropolitan Statistical Area)",25923476,27182017,28302595,28165462,30843921,33248856
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",21115455,22126493,23553905,23105367,25886286,28573071
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",91954184,99939694,107842226,108589411,123044193,135409299
41660,"San Angelo, TX (Metropolitan Statistical Area)",6333829,6966886,7453382,7224225,8161789,9237764
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",118925670,127358282,133427324,134158599,146660892,163060744
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",224767520,234685540,245468318,246738140,272825696,295644871
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",526582864,569521796,606633398,611744434,697497699,729104843
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",282663484,303563063,322552406,346552793,395506682,403513248
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",16779957,17594844,18027334,18039343,19809217,21712946
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",13941610,14614086,15947908,16234132,18111113,19175929
42140,"Santa Fe, NM (Metropolitan Statistical Area)",6940839,7251948,7477155,7234822,8208467,8797344
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",27474155,28963583,29855363,30869226,34331324,36081257
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",28853518,30752760,31728327,31609410,34838439,36876932
42340,"Savannah, GA (Metropolitan Statistical Area)",21178366,22004179,23269090,23201918,26427662,29451859
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",26658860,27421223,28345659,27502907,30010832,32328331
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",368193333,399817392,430228865,440341086,486110786,517803332
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",6355422,6804884,7157822,7446664,8823672,9572794
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",2482118,2461088,2664479,2619950,2828612,3214619
43100,"Sheboygan, WI (Metropolitan Statistical Area)",7028622,7265319,7287376,7295590,7689517,8087067
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",4703414,5079264,5190548,5176607,5802157,6330800
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",20077806,21813168,21898164,19846119,23606383,27362633
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",4585054,4703080,4906584,5341327,5417470,5697691
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",8106261,8630344,8908468,9050936,10186714,10918459
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",22154738,22831604,24342757,23679898,25914349,27769716
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",14674694,15658394,16377023,15736149,17174876,19041752
43900,"Spartanburg, SC (Metropolitan Statistical Area)",14976954,15631980,16790727,16723221,17925615,19484900
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",25479986,27380198,28806587,29654030,33475127,35688797
44100,"Springfield, IL (Metropolitan Statistical Area)",11297434,11870519,12176292,11673063,12875860,13952014
44140,"Springfield, MA (Metropolitan Statistical Area)",32559931,33632276,35108117,35077787,37574448,40110493
44180,"Springfield, MO (Metropolitan Statistical Area)",19677536,20512473,21718588,21829040,24354048,26687316
44220,"Springfield, OH (Metropolitan Statistical Area)",4661428,4714826,4905985,4775810,5126055,5499865
44300,"State College, PA (Metropolitan Statistical Area)",8878239,8986157,9242707,9197951,9757410,10324934
44420,"Staunton, VA (Metropolitan Statistical Area) *",5064115,5228310,5376362,5281617,5738021,6332013
44700,"Stockton, CA (Metropolitan Statistical Area)",29141656,30921302,32629268,33160269,37819829,40227907
44940,"Sumter, SC (Metropolitan Statistical Area)",4688263,4943818,5173528,5137220,5498284,5800970
45060,"Syracuse, NY (Metropolitan Statistical Area)",39834482,40815198,42915676,42514228,45879845,49280551
45220,"Tallahassee, FL (Metropolitan Statistical Area)",17109018,17531703,18294915,18556226,20388463,22394066
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",152661007,161214245,170071775,175918088,197243036,219413810
45460,"Terre Haute, IN (Metropolitan Statistical Area)",7517874,7667347,7774616,7776867,8848899,9774003
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",5453731,5554501,5692188,5796312,6205246,6745840
45540,"The Villages, FL (Metropolitan Statistical Area)",3208200,3477287,3964169,4139278,5040359,5784932
45780,"Toledo, OH (Metropolitan Statistical Area)",35347722,37225528,38860019,36384789,41586401,45846423
45820,"Topeka, KS (Metropolitan Statistical Area)",11518399,12082271,12121508,12657178,13497444,14387659
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",32454071,34207520,38489989,40134697,45102453,49620483
46060,"Tucson, AZ (Metropolitan Statistical Area)",42330595,44785905,47039546,48111914,51827743,55799638
46140,"Tulsa, OK (Metropolitan Statistical Area)",51636504,54799918,55283033,52039538,58015636,61966173
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",11192692,11662293,12290721,11562076,12513095,13818050
46300,"Twin Falls, ID (Metropolitan Statistical Area)",4697778,4929725,5141935,5398314,6058760,6828866
46340,"Tyler, TX (Metropolitan Statistical Area)",10500988,11343847,11882881,11699225,13025307,14728798
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",65758319,67609726,68870570,63677849,69039157,74422320
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",12412079,12906452,13526173,13508223,14184880,15114847
46660,"Valdosta, GA (Metropolitan Statistical Area)",5414001,5658809,5995353,6160989,6697993,7132000
46700,"Vallejo, CA (Metropolitan Statistical Area)",22725056,26610754,30945346,31576656,34376655,35407753
47020,"Victoria, TX (Metropolitan Statistical Area)",4562994,4977326,4901597,4729177,5305939,5906748
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",6267992,6556285,6718603,6645382,7250039,7831072
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",94944863,95828262,99131970,100637377,108551620,116686015
47300,"Visalia, CA (Metropolitan Statistical Area)",17426838,17860731,19025450,19036118,20915635,22794238
47380,"Waco, TX (Metropolitan Statistical Area)",12732714,13534134,13648349,13529092,14830769,16275790
47460,"Walla Walla, WA (Metropolitan Statistical Area)",3407116,3513618,3610333,3441723,3723376,4134076
47580,"Warner Robins, GA (Metropolitan Statistical Area)",7641333,7930789,8383518,8558807,9169763,9812237
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",528925008,552396521,572911888,573551327,617563082,660626045
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",9420056,9750748,9940312,10209830,11167870,11823535
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",6422238,6537982,6673007,6615735,7122149,7597846
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",9711554,10117327,10773124,10472971,11249443,12065097
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",5267564,5633353,5603159,5215200,6466422,7446410
48300,"Wenatchee, WA (Metropolitan Statistical Area)",6353998,6585799,6789955,6823149,7582842,8354876
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",9583402,10132975,9866947,8822758,10799045,12603446
48620,"Wichita, KS (Metropolitan Statistical Area)",35871059,36647141,37907688,36899386,39523054,43935159
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",5924040,6219050,6513715,6479629,6880398,7590310
48700,"Williamsport, PA (Metropolitan Statistical Area)",5836494,5956709,5961612,5792945,6435843,7039867
48900,"Wilmington, NC (Metropolitan Statistical Area)",14061718,14795190,15864626,16262499,18399442,20126992
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",6864875,7141669,7514084,7799729,8536953,9181393
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",34907504,34870162,36370665,34695606,37866996,40939454
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",47239000,49070389,51012400,51046885,55550204,60342885
49420,"Yakima, WA (Metropolitan Statistical Area)",9986455,10674764,11046375,11112097,12137931,13038444
49620,"York-Hanover, PA (Metropolitan Statistical Area)",21304241,21753750,22493817,21860983,23378894,25186824
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",20570339,21114920,21905275,20934683,22934691,24989650
49700,"Yuba City, CA (Metropolitan Statistical Area)",6342091,6823475,7091008,7222073,7977039,8608166
49740,"Yuma, AZ (Metropolitan Statistical Area)",7543432,7629476,8000172,7920696,8592508,9883018

Legend/Footnotes
"* Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002."
"* Virginia combination areas consist of one or two independent cities with 1980 populations of less than 100,000 combined with an adjacent county. The county name appears first, followed by the city name(s). Separate estimates for the jurisdictions making up the combination area are not available. Bedford County, VA includes the independent city of Bedford for all years."
"  Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020."
"  Last updated: December 7, 2023 -- new statistics for 2022, revised statistics for 2017-2021."
